Image_ID srad_max srad_maxLoc srad_mean srad_var srad_dist sang_max sang_maxLoc sang_mean sang_var sang_dist wave_1 wave_2 wave_3 wave_4 wave_5 wave_6 wave_7 wave_8 wave_9 wave_10
0 6.0302300e+06 2.0000000e+00 4.5896084e+05 1.2399734e+12 5.5712690e+06 6.5009906e+05 9.0000000e+01 4.2902756e+05 6.5529615e+09 2.2107150e+05 9.9956100e+01 7.5831544e-03 2.5571208e-03 1.4435225e-03 9.6478416e-03 7.2830543e-03 4.1456199e-03 7.8143338e-03 2.1937373e-03 1.2236317e-03
10003 6.0548850e+06 2.0000000e+00 4.6172500e+05 1.2567598e+12 5.5931600e+06 6.5460094e+05 1.8000000e+02 4.3271112e+05 6.6260306e+09 2.2188981e+05 9.9953491e+01 1.1543218e-02 2.6625867e-03 8.2222064e-04 1.1893066e-02 3.4327805e-03 1.0547454e-03 1.1101978e-02 2.4171609e-03 1.3931746e-03
10004 5.9697855e+06 2.0000000e+00 4.6002500e+05 1.2243004e+12 5.5097605e+06 6.5131462e+05 9.0000000e+01 4.2980159e+05 6.5477949e+09 2.2151303e+05 9.9950996e+01 8.1944596e-03 2.6861306e-03 2.1191943e-03 9.6955644e-03 7.0316582e-03 6.5016900e-03 8.4623182e-03 2.5654552e-03 1.5633974e-03
10007 5.7793860e+06 2.0000000e+00 4.5288319e+05 1.1658906e+12 5.3265030e+06 6.5177675e+05 9.0000000e+01 4.3162472e+05 6.4955003e+09 2.2015203e+05 9.9956841e+01 4.5151887e-03 2.4574737e-03 3.6019126e-03 5.5295164e-03 5.1089176e-03 1.5570516e-02 4.3312465e-03 1.0292685e-03 1.0051747e-03
10008 5.9705440e+06 2.0000000e+00 4.5844125e+05 1.2298555e+12 5.5121030e+06 6.4988231e+05 9.0000000e+01 4.2985241e+05 6.5413550e+09 2.2002991e+05 9.9953796e+01 9.1672009e-03 2.4086612e-03 1.3299659e-03 9.9537494e-03 4.5769811e-03 5.5770655e-03 9.4505670e-03 2.3543667e-03 1.1849628e-03
10009 5.9958845e+06 2.0000000e+00 4.5894488e+05 1.2344471e+12 5.5369395e+06 6.4913256e+05 9.0000000e+01 4.2914750e+05 6.5232384e+09 2.1998506e+05 9.9952782e+01 8.8784862e-03 3.0119086e-03 1.0246056e-03 1.2294662e-02 6.8484736e-03 2.4187267e-03 9.5797824e-03 1.8663174e-03 1.2225056e-03
10015 5.8935940e+06 2.0000000e+00 4.5930575e+05 1.2080883e+12 5.4342880e+06 6.4994169e+05 9.0000000e+01 4.2930559e+05 6.5393439e+09 2.2063609e+05 9.9937271e+01 9.7986711e-03 4.3209088e-03 4.4995975e-03 1.0000784e-02 7.2928253e-03 1.3630909e-02 9.4236881e-03 1.8496329e-03 1.7794917e-03
10018 6.02013950e+06 2.00000000e+00 4.59357312e+05 1.23622759e+12 5.56078200e+06 6.47490312e+05 9.00000000e+01 4.27748344e+05 6.47755008e+09 2.19741969e+05 9.99417801e+01 1.03560323e-02 4.16142819e-03 1.68075180e-03 1.15767475e-02 7.04389485e-03 9.14879050e-03 9.19420458e-03 2.85771489e-03 2.08313903e-03
10025 5.9465720e+06 2.0000000e+00 4.5826219e+05 1.2145990e+12 5.4883100e+06 6.4844450e+05 9.0000000e+01 4.2776041e+05 6.5028598e+09 2.2068409e+05 9.9946297e+01 7.8976657e-03 3.5174049e-03 2.1464601e-03 1.0875182e-02 1.0023371e-02 6.8970677e-03 8.2832398e-03 2.6257485e-03 1.3706060e-03
10027 6.0389535e+06 2.0000000e+00 4.5887206e+05 1.2381078e+12 5.5800815e+06 6.4728100e+05 9.0000000e+01 4.2802566e+05 6.4719596e+09 2.1925534e+05 9.9943985e+01 8.0421297e-03 2.8641976e-03 2.6621027e-03 9.8196128e-03 6.8849321e-03 1.3144936e-02 8.7798499e-03 2.2554407e-03 1.5316235e-03
