(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(32, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 34)
(31, 33)
(31, 33)
(31, 33)
(31, 33)
(31, 33)
(31, 33)
(31, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 33)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 32)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(30, 31)
(31, 31)
(31, 31)
(31, 31)
(31, 31)
(31, 31)
(31, 31)
(31, 31)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(31, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 30)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(32, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(31, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(30, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 33)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 32)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 31)
(29, 30)
(29, 30)
(29, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 30)
(30, 29)
(30, 29)
(30, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(31, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 29)
(32, 36)
(32, 36)
(32, 36)
(32, 36)
(32, 36)
(32, 36)
(32, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(31, 36)
(30, 36)
(30, 36)
(30, 36)
(30, 36)
(30, 36)
(30, 36)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(30, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 35)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(29, 34)
(28, 34)
(28, 34)
(28, 34)
(28, 34)
(28, 34)
(28, 34)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 33)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 32)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 31)
(28, 30)
(28, 30)
(28, 30)
(28, 30)
(28, 30)
(28, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 30)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(29, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 29)
(30, 28)
(30, 28)
(30, 28)
(30, 28)
(30, 28)
(30, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(31, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 28)
(32, 37)
(32, 37)
(32, 37)
(32, 37)
(32, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(31, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 37)
(30, 36)
(30, 36)
(30, 36)
(30, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(29, 36)
(28, 36)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 35)
(28, 34)
(28, 34)
(28, 34)
(28, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 34)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 33)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 32)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 31)
(27, 30)
(27, 30)
(27, 30)
(27, 30)
(27, 30)
(27, 30)
(27, 30)
(27, 30)
(28, 30)
(28, 30)
(28, 30)
(28, 30)
(28, 30)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 29)
(28, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(29, 28)
(30, 28)
(30, 28)
(30, 28)
(30, 28)
(30, 28)
(30, 27)
(30, 27)
(30, 27)
(30, 27)
(30, 27)
(30, 27)
(30, 27)
(30, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(31, 27)
(32, 27)
(32, 27)
(32, 27)
(32, 27)
(32, 27)
(32, 27)
(32, 38)
(32, 38)
(32, 38)
(32, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(31, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 38)
(30, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(29, 37)
(28, 37)
(28, 37)
(28, 37)
(28, 37)
(28, 37)
(28, 37)
(28, 36)
(28, 36)
(28, 36)
(28, 36)
(28, 36)
(28, 36)
(28, 36)
(27, 36)
(27, 36)
(27, 36)
(27, 36)
(27, 36)
(27, 36)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 35)
(27, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 34)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 33)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 32)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 31)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(26, 30)
(27, 30)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 29)
(27, 28)
(27, 28)
(27, 28)
(27, 28)
(27, 28)
(27, 28)
(28, 28)
(28, 28)
(28, 28)
(28, 28)
(28, 28)
(28, 28)
(28, 28)
(28, 27)
(28, 27)
(28, 27)
(28, 27)
(28, 27)
(28, 27)
(29, 27)
(29, 27)
(29, 27)
(29, 27)
